TITLE OF VIDEO,URL,TOPIC
CHRISTIANITY OR CHRIST,https://www.youtube.com/watch?v=NuQ17gZyzRw,RELIGION
RELIGIONS PROBLEM WITH WOMEN,https://www.youtube.com/watch?v=ovSPggzSZiU,RELIGION
RELIGION AND SCARY PEOPLE,https://www.youtube.com/watch?v=oWIcshXKRZk,RELIGION
CHRISTIANITY FROM ANCIENT CULTS,N/A,RELIGION
TALKING IN TONGUES,https://www.youtube.com/watch?v=pR5JFO8Wd10,RELIGION
DANGEROUS RELIGION,https://www.youtube.com/watch?v=QPIAnYPvS8U,RELIGION
PRAYER: WHAT IS PRAYER ?,https://www.youtube.com/watch?v=QTgacw-KijY,RELIGION
STRANGE ONES INSTRUCTED US,N/A,RELIGION
KABALA: ZOHAR KABBALA,https://www.youtube.com/watch?v=ryyOiZXp-74,RELIGION
IT'S ALL A MYTH,N/A,RELIGION
ROAD BACK,https://www.youtube.com/watch?v=TA5NLAT-aXk,RELIGION
YOU CAN'T BE ONE WITH ANYTHING,https://www.youtube.com/watch?v=TdSjuqmAbd0,RELIGION
SALVATION FROMWHAT,https://www.youtube.com/watch?v=u0vA_JFE5Vs,RELIGION
NIGHTMARE CALLED RELIGION,https://www.youtube.com/watch?v=uovcc6sDAdU,RELIGION
CHURCH TYRANTS,https://www.youtube.com/watch?v=WjCI62Fy3mw,RELIGION
TITHING PART 2,https://www.youtube.com/watch?v=wqFay9U5sFM,RELIGION
ISLAM: UNDERSTANDING ALLAH,N/A,RELIGION
EVILS OF RELIGION,https://www.youtube.com/watch?v=xeO3ysHo2-0,RELIGION
NEW AGE VS OLD AGE,https://www.youtube.com/watch?v=xMIKPhORQ4w,RELIGION
COSMIC SEX PART 2,https://www.youtube.com/watch?v=c6ICE87KoMM,SEX
BIBLICAL SEX,https://www.youtube.com/watch?v=cqDst-Pv2F4,SEX
STRANGE BIBLICAL SEX,https://www.youtube.com/watch?v=tx_Ygtuye8Y,SEX
COSMIC SEX PART 1,https://www.youtube.com/watch?v=Z5gK1sD3-do,SEX
SKEPTIC,https://www.youtube.com/watch?v=DnL1NHTkVPU,SKEPTIC
UNDERSTANDING ANCIENT SYMBOLS,https://www.youtube.com/watch?v=5AwF4nIi6es,SYMBOLS & NUMBERS
CROP FORMATIONS,https://www.youtube.com/watch?v=7IB_JH91L-A,SYMBOLS & NUMBERS
DELTA ABOVE AND BELOW,https://www.youtube.com/watch?v=8S6lSTU1uDo,SYMBOLS & NUMBERS
UNDERSTANDING SYMBOLIC LANGUAGE,https://www.youtube.com/watch?v=ATGQ7AxLziU,SYMBOLS & NUMBERS
"ADAM ATOM, ANGLE ANGEL",https://www.youtube.com/watch?v=cgX9kc6BuNc,SYMBOLS & NUMBERS
GREEN LIGHT,https://www.youtube.com/watch?v=CHnkWQQzksY,SYMBOLS & NUMBERS
NUMBER SEVEN,https://www.youtube.com/watch?v=eek29HoW49c,SYMBOLS & NUMBERS
GREEN THING,N/A,SYMBOLS & NUMBERS
BEHIND THE GREEN DOOR,https://www.youtube.com/watch?v=iNmW4AuDc6g,SYMBOLS & NUMBERS
TRIANGLE MYSTERY,https://www.youtube.com/watch?v=j9KOeIyLq6k,SYMBOLS & NUMBERS
NINE SISTERS,https://www.youtube.com/watch?v=pKLmPxm20zE,SYMBOLS & NUMBERS
CIRCLE AND SYMBOLS,https://www.youtube.com/watch?v=u4dYieVEuPo,SYMBOLS & NUMBERS
WINDING STAIRS,https://www.youtube.com/watch?v=vdywA-bp61A,SYMBOLS & NUMBERS
WORD ORIGINS: ISRAEL AND PINEAL,https://www.youtube.com/watch?v=WRqKfNNJqME,SYMBOLS & NUMBERS
TELEPORTATION,N/A,TELEPORTATION
TELEPORTING YOU AND ME,https://www.youtube.com/watch?v=9eVH8gIFcm4,TELEPORTATION
LIFT OFF,https://www.youtube.com/watch?v=_OuPmYklimc,THE BOOK OF REVELATION
SERPENT AND THE WOMAN,https://www.youtube.com/watch?v=_PZFZNs5EUU,THE BOOK OF REVELATION
YOUR INHERITANCE,https://www.youtube.com/watch?v=-X-fIEv4RF0,THE BOOK OF REVELATION
SEVENTH ANGEL & THE WHITE HORSE,https://www.youtube.com/watch?v=21Pg4kY83lk,THE BOOK OF REVELATION
TRUMPET TALKS,https://www.youtube.com/watch?v=2ZYjHcdz0To,THE BOOK OF REVELATION
DEAD LAMB,https://www.youtube.com/watch?v=4HZllX-blRQ,THE BOOK OF REVELATION
A NEW NAME,https://www.youtube.com/watch?v=a0a1-umo4FA,THE BOOK OF REVELATION
MAN WITH SEVEN STARS,https://www.youtube.com/watch?v=bvPeK6uOTXs,THE BOOK OF REVELATION
WAS THE CRUCIFIXION IN JERUSALEM OR EGYPT ?,https://www.youtube.com/watch?v=CNqkI1FhStQ,THE BOOK OF REVELATION
I COME QUICKLY,https://www.youtube.com/watch?v=DklV7lZMuFA,THE BOOK OF REVELATION
THE GOLDEN GIRDLE,https://www.youtube.com/watch?v=EMws-CX0-bs,THE BOOK OF REVELATION
"THREE SEVENS, CHAKRAS, SEALS, CHURCHES",https://www.youtube.com/watch?v=FYgThvcmm5M,THE BOOK OF REVELATION
SYNAGOGUE OF SATAN,https://www.youtube.com/watch?v=gqe-fDBSLgA,THE BOOK OF REVELATION
FOUR HORSES OF THE APOCALYPSE,https://www.youtube.com/watch?v=H6DoT4BbH8M,THE BOOK OF REVELATION
EYE IN THE SKY,https://www.youtube.com/watch?v=HtXWLbbB8-I,THE BOOK OF REVELATION
OPEN THE SEVEN SEALS,https://www.youtube.com/watch?v=I9pQLEpKC4M,THE BOOK OF REVELATION
WOMAN AND THE SEA,https://www.youtube.com/watch?v=kdqd5UvAoNo,THE BOOK OF REVELATION
JESUS RETURNS IN A HAIL OF BULLETS,https://www.youtube.com/watch?v=lpNPUvJGEtI,THE BOOK OF REVELATION
SIX SIX SIX,https://www.youtube.com/watch?v=m0hqgwo297g,THE BOOK OF REVELATION
SEVENTH ANGEL AND FIRE,https://www.youtube.com/watch?v=m5xPj8PJhCE,THE BOOK OF REVELATION
BABYLON HAS FALLEN,https://www.youtube.com/watch?v=N0Z0PSxNEKA,THE BOOK OF REVELATION
MEASURE THE CITY,https://www.youtube.com/watch?v=nPWCNj0H4Ko,THE BOOK OF REVELATION
LAMBS WIFE,https://www.youtube.com/watch?v=OJcgH9I3kb8,THE BOOK OF REVELATION
SUN SAVIOR,https://www.youtube.com/watch?v=Q0LHKD-9JKc,THE BOOK OF REVELATION
BEAST WITH SIX WINGS,N/A,THE BOOK OF REVELATION
AS A THIEF,https://www.youtube.com/watch?v=ry4JbF7JROw,THE BOOK OF REVELATION
YOU LEFT YOUR FIRST LOVE,https://www.youtube.com/watch?v=RYYL-Ic9kds,THE BOOK OF REVELATION
EYE AND SEVEN SEALS,https://www.youtube.com/watch?v=sECJPybKPg8,THE BOOK OF REVELATION
BUILDING THE WALL,N/A,THE BOOK OF REVELATION
ARMAGEDDON MYTH,N/A,THE BOOK OF REVELATION
666 AND 144,https://www.youtube.com/watch?v=ULdts2OlZcg,THE BOOK OF REVELATION
LIGHTED SEVEN,https://www.youtube.com/watch?v=URCaLkRa8HM,THE BOOK OF REVELATION
ARMAGEDDON,N/A,THE BOOK OF REVELATION
AROUND THE THRONE,https://www.youtube.com/watch?v=vyg8Djv0D3U,THE BOOK OF REVELATION
REVELATION PRIMER,https://www.youtube.com/watch?v=WE6xrEnIdeM,THE BOOK OF REVELATION
MARRIAGE OF THE SUN,https://www.youtube.com/watch?v=wRD5ArTB3Kc,THE BOOK OF REVELATION
SMOKE GETS IN YOUR EYES,https://www.youtube.com/watch?v=wRhDCjkF_aw,THE BOOK OF REVELATION
DARK SAYINGS,https://www.youtube.com/watch?v=XqFl-gzHOVs,THE BOOK OF REVELATION
FOREHEAD,https://www.youtube.com/watch?v=YhCT3xDfAfM,THE BOOK OF REVELATION
SEA CALLED CRYSTAL,https://www.youtube.com/watch?v=ZiMZO_qCaMk,THE BOOK OF REVELATION
WHERE VULTURES GATHER,https://www.youtube.com/watch?v=-XIeOX-ex7k,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS STRANGE ENCOUNTER,https://www.youtube.com/watch?v=1OUQxSNaRNs,THE NEW TESTAMENT & JESUS TEACHINGS
DEAD MAN AT THE GATE,https://www.youtube.com/watch?v=2bWL8T_cUyI,THE NEW TESTAMENT & JESUS TEACHINGS
WHATS WRONG WITH YOU,https://www.youtube.com/watch?v=41scBHZTPTY,THE NEW TESTAMENT & JESUS TEACHINGS
POWER WITHIN,https://www.youtube.com/watch?v=5d4SKmLZwcM,THE NEW TESTAMENT & JESUS TEACHINGS
LET THE DEAD BURY THE DEAD,https://www.youtube.com/watch?v=6XFMP6bwOqI,THE NEW TESTAMENT & JESUS TEACHINGS
"NEW HEAVEN A NEW EARTH, A NEW YOU",https://www.youtube.com/watch?v=7r2pCJDm8LU,THE NEW TESTAMENT & JESUS TEACHINGS
MYSTERY OF THE BREAD AND WINE,https://www.youtube.com/watch?v=83arrpUlcIs,THE NEW TESTAMENT & JESUS TEACHINGS
VINEYARD IN US,https://www.youtube.com/watch?v=9-t-dOzFQes,THE NEW TESTAMENT & JESUS TEACHINGS
SEVEN BROTHERS,https://www.youtube.com/watch?v=A7iyyDKlXh0,THE NEW TESTAMENT & JESUS TEACHINGS
KINGDOM OF LIGHT,https://www.youtube.com/watch?v=AsMAfb6tFnw,THE NEW TESTAMENT & JESUS TEACHINGS
NEW COVENANT,https://www.youtube.com/watch?v=bIl-QSRF1Tk,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS: THE HIDING PLACE,https://www.youtube.com/watch?v=bNqYzYKuPWw,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS: THE KINGDOM LIKE A NET,https://www.youtube.com/watch?v=ceOSwjGUbHI,THE NEW TESTAMENT & JESUS TEACHINGS
VINEYARD ON THE RIGHT SIDE,https://www.youtube.com/watch?v=cMZGzIQw92E,THE NEW TESTAMENT & JESUS TEACHINGS
RENDER TO CAESAR,https://www.youtube.com/watch?v=D5oaLLjBsRg,THE NEW TESTAMENT & JESUS TEACHINGS
I WASH MY HANDS OF THIS MESS,https://www.youtube.com/watch?v=dWl7WN9B0lg,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS THE BLASPHEMER,https://www.youtube.com/watch?v=eoh7ZEHDDRg,THE NEW TESTAMENT & JESUS TEACHINGS
JUDAS WASN'T A BAD GUY AFTER ALL,N/A,THE NEW TESTAMENT & JESUS TEACHINGS
LITTLE BOY LOST AND FORTY TWQO,https://www.youtube.com/watch?v=fMuW1_p5FWk,THE NEW TESTAMENT & JESUS TEACHINGS
RESURRECTION ALWAYS WAS,https://www.youtube.com/watch?v=FngkNftJUX4,THE NEW TESTAMENT & JESUS TEACHINGS
SECOND COMING OF CHRIST,https://www.youtube.com/watch?v=fRCWPg6N0HM,THE NEW TESTAMENT & JESUS TEACHINGS
DROP YOUR PANTS AND RUN,https://www.youtube.com/watch?v=G0CP9B31rWI,THE NEW TESTAMENT & JESUS TEACHINGS
"GOODBYE JESUS, COUNT ME OUT",https://www.youtube.com/watch?v=gQJs-D0kJT0,THE NEW TESTAMENT & JESUS TEACHINGS
THE JESUS NOBODY KNOWS,https://www.youtube.com/watch?v=GXBgPeZCipI,THE NEW TESTAMENT & JESUS TEACHINGS
VIRGIN BIRTH,https://www.youtube.com/watch?v=h_1UEiEwWeA,THE NEW TESTAMENT & JESUS TEACHINGS
COCK CROWS,https://www.youtube.com/watch?v=il_5_RrD-JA,THE NEW TESTAMENT & JESUS TEACHINGS
BORN AGAIN A GOOD IDEA ?,https://www.youtube.com/watch?v=IVKaubfzzUI,THE NEW TESTAMENT & JESUS TEACHINGS
CRUCIFIXION IS IN YOUR SKULL,https://www.youtube.com/watch?v=ivlzX3zMLvs,THE NEW TESTAMENT & JESUS TEACHINGS
STARS ARE FALLING,https://www.youtube.com/watch?v=Ix9NIeKVwiY,THE NEW TESTAMENT & JESUS TEACHINGS
SUN AND THE CHRIST,N/A,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS: CONFRONTING JESUS,https://www.youtube.com/watch?v=jxRNti6lmaA,THE NEW TESTAMENT & JESUS TEACHINGS
BOSS CHECKS THE JOB,https://www.youtube.com/watch?v=kLG9b3xr4J8,THE NEW TESTAMENT & JESUS TEACHINGS
WOMANS FAITH,https://www.youtube.com/watch?v=kSr1Plo7uIA,THE NEW TESTAMENT & JESUS TEACHINGS
ALONE ON AN ISLAND,https://www.youtube.com/watch?v=l5w2qL2jrEA,THE NEW TESTAMENT & JESUS TEACHINGS
WHAT THE HECK IS THAT ?,https://www.youtube.com/watch?v=l5zi5ZxSBZk,THE NEW TESTAMENT & JESUS TEACHINGS
TO KNOW CHRIST KNOW YOURSELF,https://www.youtube.com/watch?v=LLO-eGP4Dlk,THE NEW TESTAMENT & JESUS TEACHINGS
MIRACLES AND CLOSE FRIENDS,https://www.youtube.com/watch?v=lVqjnUzqCzY,THE NEW TESTAMENT & JESUS TEACHINGS
LET THE DECEIVER BE DECEIVED,https://www.youtube.com/watch?v=lvtNCxy-dEE,THE NEW TESTAMENT & JESUS TEACHINGS
DOOM STORY,https://www.youtube.com/watch?v=m7r0_bDKXS0,THE NEW TESTAMENT & JESUS TEACHINGS
DONT TROUBLE THE WOMAN,https://www.youtube.com/watch?v=MP46wbVsvGE,THE NEW TESTAMENT & JESUS TEACHINGS
IF I COULD TOUCH THE HEM,https://www.youtube.com/watch?v=nqz3IoeUxEo,THE NEW TESTAMENT & JESUS TEACHINGS
AS IN THE DAYS OF NOAH,https://www.youtube.com/watch?v=oETQqFnNWMU,THE NEW TESTAMENT & JESUS TEACHINGS
"CRUCIFIXION, COSMIC MIND, AND THE BIBLE",https://www.youtube.com/watch?v=OyGv9_C_p2w,THE NEW TESTAMENT & JESUS TEACHINGS
UP ON THE ROOF,https://www.youtube.com/watch?v=PAyo21oaOL8,THE NEW TESTAMENT & JESUS TEACHINGS
ONE BECOMES TWO,https://www.youtube.com/watch?v=PnoJCJnI5Lw,THE NEW TESTAMENT & JESUS TEACHINGS
RICH OWN THE TOMB,https://www.youtube.com/watch?v=prLaae7q1ig,THE NEW TESTAMENT & JESUS TEACHINGS
PARABLES,https://www.youtube.com/watch?v=Ps6Kswt1cog,THE NEW TESTAMENT & JESUS TEACHINGS
WHAT DOES BLOOD SACRIFICE REALLY MEAN ?,https://www.youtube.com/watch?v=PSZrt6m7AQE,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS CHRISTIANITY LOST JESUS,https://www.youtube.com/watch?v=Q13GGcIrKeg,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS TEACHING: I AM,https://www.youtube.com/watch?v=q7g2msGqNNc,THE NEW TESTAMENT & JESUS TEACHINGS
KEYS TO THE KINGDOM,https://www.youtube.com/watch?v=QBQlbdpaV2w,THE NEW TESTAMENT & JESUS TEACHINGS
DECEIVER IS GONE,https://www.youtube.com/watch?v=qhS1BusRMcM,THE NEW TESTAMENT & JESUS TEACHINGS
THE GREAT WEDDING,https://www.youtube.com/watch?v=Qm1ZrHtd5zs,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS ABANDONED RELIGION,N/A,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS WAS JESUS A MYTH,https://www.youtube.com/watch?v=RRCcQcUC4K4,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS WE CHANGED,https://www.youtube.com/watch?v=sV6p-5-ai_w,THE NEW TESTAMENT & JESUS TEACHINGS
BETRAYEL,https://www.youtube.com/watch?v=tmj9xubecGw,THE NEW TESTAMENT & JESUS TEACHINGS
HOLY HYPOCRITES,https://www.youtube.com/watch?v=Tov06g5njIA,THE NEW TESTAMENT & JESUS TEACHINGS
WHAT IS CHRIST ?,https://www.youtube.com/watch?v=tOVLRyzIdv8,THE NEW TESTAMENT & JESUS TEACHINGS
MATTHEWS GREATEST HITS PART 2,https://www.youtube.com/watch?v=tuR4JUQH3hg,THE NEW TESTAMENT & JESUS TEACHINGS
WATER OF LIFE,https://www.youtube.com/watch?v=TwBSU2HjelI,THE NEW TESTAMENT & JESUS TEACHINGS
DEATH OF JOHN THE BAPTIST WHAT DOES IT MEAN ?,https://www.youtube.com/watch?v=UEOS9HoBpUY,THE NEW TESTAMENT & JESUS TEACHINGS
ALL THIS MUST HAPPEN,https://www.youtube.com/watch?v=uVvt3yqBDMU,THE NEW TESTAMENT & JESUS TEACHINGS
MANY ARE CALLED FEW ARE CHOSEN,https://www.youtube.com/watch?v=VidMj3isy8s,THE NEW TESTAMENT & JESUS TEACHINGS
CRUCIFIXION AND COMMON SENSE,N/A,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS AND THE FIG TREE,https://www.youtube.com/watch?v=VOgOXtV70Iw,THE NEW TESTAMENT & JESUS TEACHINGS
WHAT DID JESUS MEAN ?,N/A,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS WALKS ON WATER,https://www.youtube.com/watch?v=WcI-J5rnnHs,THE NEW TESTAMENT & JESUS TEACHINGS
WEAK INHERIT THE EARTH,https://www.youtube.com/watch?v=wKjKruC9S2Y,THE NEW TESTAMENT & JESUS TEACHINGS
TRUMPET AND THE FIG TREE,https://www.youtube.com/watch?v=XARIPyQc7mg,THE NEW TESTAMENT & JESUS TEACHINGS
OVERCOMING THE MIND,https://www.youtube.com/watch?v=y_GWgA_byzc,THE NEW TESTAMENT & JESUS TEACHINGS
WOMAN AT THE WELL,https://www.youtube.com/watch?v=Y26gFg_VYCc,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS TEMPER,https://www.youtube.com/watch?v=yDuxIX-zZuY,THE NEW TESTAMENT & JESUS TEACHINGS
ONE STAYS THE OTHER GOES,https://www.youtube.com/watch?v=yg5V9koDvt8,THE NEW TESTAMENT & JESUS TEACHINGS
DRIVING OUT THE MONEY CHANGERS,https://www.youtube.com/watch?v=yh25kuzEOhE,THE NEW TESTAMENT & JESUS TEACHINGS
BEHOLD WHATS OBVIOUS,https://www.youtube.com/watch?v=yV9J-nut8YY,THE NEW TESTAMENT & JESUS TEACHINGS
JESUS AGAINST RELIGION,https://www.youtube.com/watch?v=ZdOz_W-qPIw,THE NEW TESTAMENT & JESUS TEACHINGS
PHALLIC FIG,https://www.youtube.com/watch?v=ZzBPz9UhufU,THE NEW TESTAMENT & JESUS TEACHINGS
SONG OF SONGS: MISSING PERSON ALERT,https://www.youtube.com/watch?v=-CC6pe393lQ,THE SONG OF SONGS
SONG OF SONGS: BEHOLD YOU ARE FAIR,https://www.youtube.com/watch?v=0rL-h3tHhfE,THE SONG OF SONGS
SONG OF SONGS: LITTLE FOXES,https://www.youtube.com/watch?v=hVXbLC4KWPc,THE SONG OF SONGS
SONG OF SONGS MAGIC GARDEN,https://www.youtube.com/watch?v=iP1dOi2-8O8,THE SONG OF SONGS
SONG OF SONGS: THE WATCHMAN KNOWS,https://www.youtube.com/watch?v=JPnNNK0J0So,THE SONG OF SONGS
SONG OF SONGS: WHAT'S HE LOOK LIKE,https://www.youtube.com/watch?v=Oukue9VAbOk,THE SONG OF SONGS
SONG OF SONGS: OUR BED IS GREEN,https://www.youtube.com/watch?v=pJP9rp-L-8M,THE SONG OF SONGS
SONG OF SONGS: THE ARMORY IS OPEN,https://www.youtube.com/watch?v=pqcIaJcXCv8,THE SONG OF SONGS
SONG OF SONGS: BETWEEN HER BREASTS,https://www.youtube.com/watch?v=sxCMdyaB6dQ,THE SONG OF SONGS
SONG OF SONGS: I MARRIED MY SISTER,https://www.youtube.com/watch?v=uXXedy7j-IE,THE SONG OF SONGS
SONG OF SONGS: THE VOICE OF THE TURTLE,https://www.youtube.com/watch?v=w-edLXN5HjI,THE SONG OF SONGS
TEN COMMANDMENTS PART 1,https://www.youtube.com/watch?v=_jrhpjyTDzU,THE TEN COMMANDMENTS
TEN COMMANDMENTS PART 5,N/A,THE TEN COMMANDMENTS
TEN COMMANDMENTS PART 4,https://www.youtube.com/watch?v=avXQW41SUXY,THE TEN COMMANDMENTS
TEN COMMANDMENTS PART 3,https://www.youtube.com/watch?v=aWx5mGwe87w,THE TEN COMMANDMENTS
TEN COMMANDMENTS PART 2,N/A,THE TEN COMMANDMENTS
TEN COMMANDMENTS PART 7,https://www.youtube.com/watch?v=QPJaUxHPIcc,THE TEN COMMANDMENTS
TEN COMMANDMENTS PART 6,N/A,THE TEN COMMANDMENTS
SUPERNOVA: SUPERSTAR DIES,https://www.youtube.com/watch?v=_Fcg5tQ5OnE,THE UNIVERSE
SUPERNOVA: COSMIC SUPER SICKLE AND MUCH MORE,https://www.youtube.com/watch?v=39yl7fhwQy4,THE UNIVERSE
EARTH SIGNS,https://www.youtube.com/watch?v=3Krb7zhBqN8,THE UNIVERSE
ORION: ANGEL OF ORION,N/A,THE UNIVERSE
ETA CARINA: DEATH OF ETA CARINA,https://www.youtube.com/watch?v=5F11uKsqf0E,THE UNIVERSE
SUPERNOVA: HUMAN LIFE FROM SUPERNOVA,https://www.youtube.com/watch?v=8gf-08CPmB0,THE UNIVERSE
LOOK UP THERE,https://www.youtube.com/watch?v=bfBIezvR6Rc,THE UNIVERSE
LOOK ITS THE FOURTH,https://www.youtube.com/watch?v=bIZ1LApd8JI,THE UNIVERSE
PLUTO AND GREEN LIGHT,https://www.youtube.com/watch?v=fFtoJWDyQ78,THE UNIVERSE
CELESTIAL HARMONY,https://www.youtube.com/watch?v=gljQ0QfV9ag,THE UNIVERSE
VORTEX EVERYWHERE,https://www.youtube.com/watch?v=hKfkxihZS1k,THE UNIVERSE
4555: YOUR HOME 4555,https://www.youtube.com/watch?v=KL2qQuABsPM,THE UNIVERSE
"TURN TURN TURN, THE COSMIC WHEEL",https://www.youtube.com/watch?v=Kuk19I0x0W4,THE UNIVERSE
SUN RETURNS,https://www.youtube.com/watch?v=lnFz8fcKB0I,THE UNIVERSE
STAR SIGN,https://www.youtube.com/watch?v=M9Jee7k39jY,THE UNIVERSE
SUPERNOVA: JESUS CHRIST SUPERNOVA,https://www.youtube.com/watch?v=MRVIzTuarmA,THE UNIVERSE
SUPERNOVA IN YOUR HEAD,https://www.youtube.com/watch?v=o-HPdIV-jm8,THE UNIVERSE
"LIGHT, PLUTO, AND THE BRAIN",https://www.youtube.com/watch?v=O45BlbtOlnY,THE UNIVERSE
ETA CARINA: ALL EYES ON ETA CARINA,https://www.youtube.com/watch?v=qqNetmFnKzM,THE UNIVERSE
PLANET 9 THE CROWN,https://www.youtube.com/watch?v=Ta-io0oViw0,THE UNIVERSE
HOLOGRAPHIC UNIVERSE,https://www.youtube.com/watch?v=TA5_U7Z8lis,THE UNIVERSE
CENTER MIND UNIVERSE,https://www.youtube.com/watch?v=vCIRNAqQYeE,THE UNIVERSE
PEGASUS THE DISCOVERY,https://www.youtube.com/watch?v=VmxdESdoekY,THE UNIVERSE
SUPERNOVA AND THE SICKLE,https://www.youtube.com/watch?v=zGA38kCQS3U,THE UNIVERSE
URANUS AND YOUR BODY,https://www.youtube.com/watch?v=_KWDcV_D-po,THE ZODIAC & COSMIC INFLUENCES
AQUARIUS: WHAT AQUARIUS MEANS TO YOU,https://www.youtube.com/watch?v=-wObnbky9pE,THE ZODIAC & COSMIC INFLUENCES
AQUARIUS: WHAT AQUARIUS MEANS TO YOU PART 2,N/A,THE ZODIAC & COSMIC INFLUENCES
PLUTO IS READY,https://www.youtube.com/watch?v=5YKp_o7GpIA,THE ZODIAC & COSMIC INFLUENCES
PLUTONIC VIOLENCE,https://www.youtube.com/watch?v=CBz6GmHxsM8,THE ZODIAC & COSMIC INFLUENCES
AQUARIUS CANT STOP BAD GUYS,https://www.youtube.com/watch?v=Em6gk9Al2vc,THE ZODIAC & COSMIC INFLUENCES
SYMBOLS IN THE SKY,https://www.youtube.com/watch?v=fgFjHW6syas,THE ZODIAC & COSMIC INFLUENCES
LET'S TALK ABOUT THE ZODIAC,https://www.youtube.com/watch?v=HyXL_Tsel0Q,THE ZODIAC & COSMIC INFLUENCES
STARS ARE SPEAKING,https://www.youtube.com/watch?v=kMy2yHBPr_U,THE ZODIAC & COSMIC INFLUENCES
ZODIAC & THE BIBLE,https://www.youtube.com/watch?v=loL03YF262Q,THE ZODIAC & COSMIC INFLUENCES
URANUS AND AQUARIUS,N/A,THE ZODIAC & COSMIC INFLUENCES
THE ZODIACAL CLOCK,https://www.youtube.com/watch?v=OcPnoS2L1co,THE ZODIAC & COSMIC INFLUENCES
URANUS: ALL ABOUT IT,https://www.youtube.com/watch?v=Qow8LTn10TI,THE ZODIAC & COSMIC INFLUENCES
URANUS AND THE CHAKRAS,https://www.youtube.com/watch?v=QPAVO2iPMUA,THE ZODIAC & COSMIC INFLUENCES
ASTROLOGY IN CHRISTIANITY,https://www.youtube.com/watch?v=RUqTrnfdM-Y,THE ZODIAC & COSMIC INFLUENCES
LET THEM BE FOR SIGNS,https://www.youtube.com/watch?v=sSjGBBuNh14,THE ZODIAC & COSMIC INFLUENCES
ROASTED LAMB,https://www.youtube.com/watch?v=sSjGBBuNh14,THE ZODIAC & COSMIC INFLUENCES
AQUARIUS: DOORWAY TO AQUARIUS,https://www.youtube.com/watch?v=wCCqJNIbXoA,THE ZODIAC & COSMIC INFLUENCES
ASTROLOGY IN THE NEW TSTAMENT,https://www.youtube.com/watch?v=wotYlL6kPgE,THE ZODIAC & COSMIC INFLUENCES
HEADACHE FROM THE STARS,https://www.youtube.com/watch?v=XxgxfPwFZe4,THE ZODIAC & COSMIC INFLUENCES
THE UNKNOWN EASTER TALE,https://www.youtube.com/watch?v=a8UenF53iCA,TRADITION
FAITH VS LOGIC,https://www.youtube.com/watch?v=DsZz67g7swA,TRADITION
COSMIC CHRISTMAS THE WORLD MISSED,https://www.youtube.com/watch?v=kHZZNOiaAj8,TRADITION
"EASTER SEX, BUNNIES BONNETS AND BIBLES",https://www.youtube.com/watch?v=o1zDKXkHE7k,TRADITION
EASTER & THE SEVEN STAIRS,https://www.youtube.com/watch?v=QcoJdXKGZbQ,TRADITION
CHRISTMAS WITHIN YOU,https://www.youtube.com/watch?v=QT9__e75GGw,TRADITION
ROUND AND ROUND WE GO,https://www.youtube.com/watch?v=v2rusREgc-M,TRADITION
EASTER VS PASSOVER,https://www.youtube.com/watch?v=wh7VbpXXh48,TRADITION
TRADITION,https://www.youtube.com/watch?v=wyx9huhJAiI,TRADITION
EVOLUTION IS IT RIGHT OR WRONG,https://www.youtube.com/watch?v=ZJQI_oB-3Uo,TRADITION
UFO'S AND RELIGION,https://www.youtube.com/watch?v=8MOhO0TXKZ0,UFOS & ALIENS
ALIEN DOLPHIN SPEAKS,https://www.youtube.com/watch?v=8TS-ELanqfY,UFOS & ALIENS
ALIENS AND RELIGION,https://www.youtube.com/watch?v=k0E00kagGOs,UFO'S & ALIENS
ET IS REAL,https://www.youtube.com/watch?v=l9-70XVmJGc,UFO'S & ALIENS
CONTACTING ET,N/A,UFO'S & ALIENS
WORD GAMES,https://www.youtube.com/watch?v=5m5jSg13H40,WORDS
YOGA,https://www.youtube.com/watch?v=PFGI_v-Bp8g,YOGA
ZOROASTER CREATED CHRISTIANITY,https://www.youtube.com/watch?v=55fCRqAlQoc,ZOROASTER
WHO IS AHURA MAZDA?,https://www.youtube.com/watch?v=Cof47pSYK_U,ZOROASTER
ZOROASTER,https://www.youtube.com/watch?v=RKmlhASUKDM,ZOROASTER
ZOROASTER FOUND JESUS STAR,https://www.youtube.com/watch?v=UoOJY58XdMc,ZOROASTER
DON'T TAKE MY SHADOW AWAY,https://www.youtube.com/watch?v=XPQoBe6z4ek,ZOROASTER
